Time;User Path;Parent;Element;Elements/s;Average duration;Minimum duration;Maximum duration;Average TTFB;Minimum TTFB;Maximum TTFB;Errors;Errors/s;Median duration;UserLoad
170;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T11_Onyourway";1.2;0.488;0.47;0.513;0.03;0.03;0.031;0.0;0.0;0.0;200.0
170;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T08_Address_next";1.0;0.952;0.893;1.021;0.938;0.887;0.994;0.0;0.0;0.0;200.0
170;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T05_Addtobag";0.8;0.446;0.386;0.583;0.013;0.011;0.019;0.0;0.0;0.0;200.0
170;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T07_CreateAcct2_SwitchtoVisible";1.4;4.832;3.764;6.182;0.031;0.03;0.032;0.0;0.0;4.0;200.0
170;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T11_Protin_AccountDetails";1.0;2.663;2.528;2.816;2.663;2.528;2.815;0.0;0.0;2.0;200.0
170;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T09_CreateAcct2_SwitchtoVisible";1.6;4.605;3.934;6.683;4.605;3.934;6.682;0.0;0.0;4.0;200.0
170;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T09_ConfirmAddress";0.6;8.063;6.371;8.975;7.429;5.614;8.423;0.0;0.0;8.0;200.0
170;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T12_Onyourway";0.8;0.643;0.614;0.689;0.007;0.006;0.008;0.0;0.0;0.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T04_CheckIMEI";0.8;0.319;0.299;0.363;0.017;0.007;0.028;0.0;0.0;0.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T10_keepurnumber";1.2;0.27;0.257;0.291;0.27;0.257;0.291;0.0;0.0;0.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T03_Bringyourown";0.2;0.403;0.403;0.403;0.007;0.007;0.007;0.0;0.0;0.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T09_keepurnumber";1.6;1.163;1.093;1.247;0.031;0.03;0.032;0.0;0.0;1.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T01_HomePage";1.0;0.369;0.339;0.423;0.02;0.005;0.035;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T02_ShopService";0.6;0.281;0.272;0.296;0.013;0.011;0.015;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T08_AddressNext";1.0;0.778;0.12;0.972;0.752;0.095;0.945;0.0;0.0;0.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T06_CreateAccount";0.8;4.043;3.85;4.179;0.03;0.03;0.031;0.0;0.0;4.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T07_CreateAccount";1.4;8.184;7.753;8.937;0.002;0.001;0.003;0.0;0.0;8.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T05_Summary_CT";0.6;0.125;0.123;0.127;0.03;0.03;0.031;0.0;0.0;0.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T09_Address_verification";1.2;7.331;4.666;9.295;7.008;4.587;8.947;0.0;0.0;7.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_Homepage_Ex";0.8;0.004;0.003;0.005;0.002;0.001;0.003;0.0;0.0;0.0;200.0
180;-;-;"<all transactions>";46.0;2.046;0.003;11.335;0.913;0.001;9.778;0.0;0.0;2.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T12_Onyourway";0.8;0.29;0.279;0.315;0.022;0.008;0.029;0.0;0.0;0.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T13_Signout";1.4;1.062;0.992;1.171;0.012;0.006;0.026;0.0;0.0;1.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T01_Launch";0.8;0.06;0.056;0.07;0.035;0.03;0.046;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T05_Protect";0.8;0.267;0.244;0.297;0.267;0.243;0.296;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T03_SelectPhone";1.0;0.44;0.397;0.566;0.017;0.007;0.033;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T13_Onyourway";1.0;0.588;0.558;0.616;0.443;0.423;0.476;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_Homepage_Ex";0.6;0.004;0.003;0.004;0.002;0.002;0.002;0.0;0.0;0.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T04_IMEI_AfterComptibilty";0.8;0.362;0.328;0.383;0.233;0.194;0.265;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T06_Addtobag_Continue";0.8;0.024;0.008;0.032;0.022;0.005;0.03;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T11_keepurnumber";0.8;0.929;0.755;1.066;0.929;0.754;1.066;0.0;0.0;0.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T05_Compatible_CT";0.2;0.146;0.146;0.146;0.013;0.013;0.013;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T08_Createacct";1.0;3.882;3.364;4.739;0.179;0.097;0.317;0.0;0.0;3.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T10_AccountDetails";1.0;2.904;2.62;3.258;0.03;0.03;0.031;0.0;0.0;2.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T02_ShopPage";0.6;1.005;0.844;1.262;0.024;0.014;0.029;0.0;0.0;1.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T11_AccountDetails";0.8;1.994;1.924;2.087;1.994;1.924;2.087;0.0;0.0;1.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T01_HomePage";1.2;0.346;0.324;0.375;0.017;0.008;0.037;0.0;0.0;0.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T01_Launch";1.2;0.065;0.057;0.074;0.035;0.028;0.038;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T03_SelectPhone";0.6;0.057;0.056;0.057;0.054;0.054;0.055;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T10_Address_next";1.2;6.686;1.802;9.779;6.685;1.801;9.778;0.0;0.0;6.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T08_Address_next";1.4;7.817;5.368;10.424;0.03;0.03;0.031;0.0;0.0;7.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T06_Summary_CT";1.0;0.018;0.009;0.033;0.015;0.006;0.03;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T04_ProductDetails_protect";0.6;0.272;0.239;0.291;0.01;0.01;0.011;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T06_AddtoBag";0.6;0.321;0.304;0.343;0.319;0.302;0.341;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T10_keepurnumber";1.6;0.68;0.608;0.836;0.68;0.608;0.835;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T12_AccountDetails";0.8;2.464;2.3;2.686;2.463;2.3;2.686;0.0;0.0;2.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T02_ServiceOnly";1.2;0.522;0.513;0.53;0.015;0.014;0.017;0.0;0.0;0.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T03_IMEI";0.4;0.314;0.311;0.317;0.015;0.014;0.015;0.0;0.0;0.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T04_ProductDetails";0.4;0.02;0.018;0.022;0.003;0.002;0.003;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T07_Createacct";0.6;9.499;8.28;11.335;0.002;0.001;0.003;0.0;0.0;9.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T02_Plan";0.8;0.28;0.21;0.423;0.017;0.008;0.028;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T13_Signout";1.0;0.509;0.482;0.538;0.013;0.011;0.014;0.0;0.0;0.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T11_Onyourway";1.4;0.512;0.487;0.539;0.03;0.029;0.032;0.0;0.0;0.0;200.0
180;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T08_Address_next";1.2;0.971;0.893;1.055;0.958;0.884;1.045;0.0;0.0;0.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T05_Addtobag";0.4;0.435;0.431;0.44;0.012;0.012;0.012;0.0;0.0;0.0;200.0
180;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T07_CreateAcct2_SwitchtoVisible";0.8;4.636;3.991;6.353;0.03;0.03;0.031;0.0;0.0;4.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T11_Protin_AccountDetails";0.4;2.413;2.277;2.549;2.413;2.277;2.549;0.0;0.0;2.0;200.0
180;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T09_CreateAcct2_SwitchtoVisible";1.0;5.341;3.949;6.63;5.34;3.949;6.629;0.0;0.0;5.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T09_ConfirmAddress";1.4;7.684;2.057;10.23;7.038;1.597;9.565;0.0;0.0;7.0;200.0
180;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T12_Onyourway";1.2;0.567;0.25;0.68;0.018;0.008;0.034;0.0;0.0;0.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T04_CheckIMEI";0.2;0.394;0.394;0.394;0.024;0.024;0.024;0.0;0.0;0.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T10_keepurnumber";0.6;0.297;0.254;0.354;0.297;0.254;0.354;0.0;0.0;0.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T03_Bringyourown";0.8;0.258;0.228;0.322;0.007;0.007;0.008;0.0;0.0;0.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T09_keepurnumber";1.4;1.19;0.804;1.497;0.03;0.029;0.031;0.0;0.0;1.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T01_HomePage";1.0;0.349;0.295;0.428;0.013;0.006;0.024;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T02_ShopService";0.8;0.337;0.286;0.415;0.05;0.013;0.157;0.0;0.0;0.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T08_AddressNext";0.8;0.949;0.927;1.01;0.931;0.893;0.996;0.0;0.0;0.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T06_CreateAccount";0.4;4.382;4.358;4.406;0.03;0.03;0.031;0.0;0.0;4.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T07_CreateAccount";0.4;8.341;8.086;8.595;0.002;0.002;0.002;0.0;0.0;8.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T05_Summary_CT";0.8;0.128;0.126;0.13;0.03;0.03;0.03;0.0;0.0;0.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T09_Address_verification";0.6;8.288;6.126;9.896;7.92;5.792;9.501;0.0;0.0;8.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_Homepage_Ex";1.4;0.004;0.002;0.005;0.002;0.001;0.003;0.0;0.0;0.0;200.0
190;-;-;"<all transactions>";43.8;1.898;0.002;13.437;0.916;0.001;13.436;0.0;0.0;1.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T12_Onyourway";1.0;0.299;0.224;0.45;0.012;0.006;0.031;0.0;0.0;0.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T13_Signout";0.6;1.067;0.993;1.182;0.007;0.006;0.009;0.0;0.0;1.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T01_Launch";1.0;0.057;0.056;0.059;0.032;0.03;0.033;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T05_Protect";0.2;0.292;0.292;0.292;0.292;0.292;0.292;0.0;0.0;0.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T03_SelectPhone";0.6;0.417;0.394;0.445;0.019;0.008;0.03;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T13_Onyourway";0.8;0.59;0.568;0.615;0.437;0.395;0.465;0.0;0.0;0.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_Homepage_Ex";1.0;0.004;0.002;0.006;0.002;0.001;0.004;0.0;0.0;0.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T04_IMEI_AfterComptibilty";0.4;0.298;0.278;0.318;0.17;0.141;0.198;0.0;0.0;0.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T06_Addtobag_Continue";0.4;0.015;0.008;0.022;0.013;0.006;0.019;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T11_keepurnumber";1.2;0.955;0.658;1.061;0.955;0.658;1.061;0.0;0.0;0.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T05_Compatible_CT";1.0;0.127;0.113;0.14;0.012;0.01;0.014;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T08_Createacct";0.8;3.734;3.118;4.284;0.143;0.106;0.194;0.0;0.0;3.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T10_AccountDetails";1.6;2.84;2.662;3.089;0.03;0.03;0.031;0.0;0.0;2.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T02_ShopPage";1.0;0.88;0.77;1.07;0.012;0.006;0.032;0.0;0.0;0.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T11_AccountDetails";1.2;2.0;1.885;2.049;2.0;1.884;2.048;0.0;0.0;2.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T01_HomePage";0.8;0.38;0.337;0.468;0.009;0.007;0.011;0.0;0.0;0.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T01_Launch";1.4;0.061;0.056;0.065;0.033;0.03;0.035;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T03_SelectPhone";0.6;0.071;0.055;0.096;0.069;0.053;0.093;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T10_Address_next";0.8;9.663;5.586;13.437;9.662;5.585;13.436;0.0;0.0;9.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T08_Address_next";1.2;8.589;5.64;10.511;0.031;0.03;0.031;0.0;0.0;8.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T06_Summary_CT";0.2;0.009;0.009;0.009;0.007;0.007;0.007;0.0;0.0;0.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T04_ProductDetails_protect";1.0;0.264;0.241;0.292;0.01;0.008;0.013;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T06_AddtoBag";0.8;0.436;0.316;0.637;0.435;0.315;0.636;0.0;0.0;0.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T10_keepurnumber";1.0;0.693;0.637;0.747;0.693;0.636;0.747;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T12_AccountDetails";1.0;2.702;2.453;2.868;2.702;2.453;2.868;0.0;0.0;2.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T02_ServiceOnly";1.2;0.535;0.523;0.559;0.016;0.014;0.021;0.0;0.0;0.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T03_IMEI";1.2;0.359;0.309;0.458;0.015;0.011;0.02;0.0;0.0;0.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T04_ProductDetails";0.6;0.019;0.017;0.021;0.002;0.002;0.002;0.0;0.0;0.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T07_Createacct";0.8;9.484;8.001;11.007;0.002;0.001;0.003;0.0;0.0;9.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T02_Plan";1.2;0.234;0.193;0.32;0.012;0.006;0.038;0.0;0.0;0.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T13_Signout";1.0;0.538;0.482;0.652;0.013;0.011;0.014;0.0;0.0;0.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T11_Onyourway";0.2;0.508;0.508;0.508;0.031;0.031;0.031;0.0;0.0;0.0;200.0
190;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T08_Address_next";0.6;1.022;0.962;1.123;0.994;0.925;1.114;0.0;0.0;1.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T05_Addtobag";0.8;0.404;0.358;0.44;0.012;0.01;0.013;0.0;0.0;0.0;200.0
190;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T07_CreateAcct2_SwitchtoVisible";0.8;4.324;3.582;5.938;0.03;0.03;0.03;0.0;0.0;4.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T11_Protin_AccountDetails";1.8;2.453;2.267;2.653;2.452;2.266;2.652;0.0;0.0;2.0;200.0
190;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T09_CreateAcct2_SwitchtoVisible";1.0;4.063;3.982;4.261;4.063;3.982;4.261;0.0;0.0;4.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T09_ConfirmAddress";1.2;8.464;6.089;9.925;7.693;5.36;9.177;0.0;0.0;8.0;200.0
190;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T12_Onyourway";0.6;0.622;0.566;0.655;0.011;0.006;0.019;0.0;0.0;0.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T04_CheckIMEI";0.8;0.325;0.296;0.357;0.019;0.007;0.031;0.0;0.0;0.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T10_keepurnumber";1.4;0.277;0.26;0.286;0.277;0.26;0.286;0.0;0.0;0.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T03_Bringyourown";1.2;0.284;0.229;0.335;0.014;0.006;0.03;0.0;0.0;0.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T09_keepurnumber";0.4;1.127;1.085;1.168;0.03;0.03;0.03;0.0;0.0;1.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T01_HomePage";0.6;0.416;0.327;0.507;0.011;0.007;0.014;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T02_ShopService";1.0;0.429;0.281;0.642;0.014;0.011;0.016;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T08_AddressNext";0.8;0.94;0.884;1.029;0.914;0.872;1.0;0.0;0.0;0.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T06_CreateAccount";0.8;5.249;4.31;6.056;0.03;0.03;0.031;0.0;0.0;5.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T07_CreateAccount";1.0;9.076;7.817;10.463;0.002;0.001;0.003;0.0;0.0;9.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T05_Summary_CT";0.4;0.124;0.123;0.126;0.03;0.03;0.031;0.0;0.0;0.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T09_Address_verification";1.4;9.362;9.079;9.618;9.0;8.703;9.28;0.0;0.0;9.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_Homepage_Ex";0.6;0.004;0.003;0.006;0.002;0.002;0.003;0.0;0.0;0.0;200.0
200;-;-;"<all transactions>";46.2;2.005;0.002;13.118;1.01;0.001;10.203;0.0;0.0;2.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T12_Onyourway";1.2;0.226;0.192;0.254;0.015;0.006;0.032;0.0;0.0;0.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T13_Signout";1.2;1.102;1.041;1.197;0.021;0.007;0.028;0.0;0.0;1.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T01_Launch";0.8;0.068;0.058;0.078;0.043;0.033;0.051;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T05_Protect";0.8;0.322;0.268;0.45;0.322;0.268;0.45;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T03_SelectPhone";1.0;0.515;0.375;0.781;0.01;0.006;0.023;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T13_Onyourway";1.2;0.608;0.559;0.687;0.468;0.422;0.55;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_Homepage_Ex";1.0;0.003;0.002;0.004;0.002;0.001;0.002;0.0;0.0;0.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T04_IMEI_AfterComptibilty";1.2;0.262;0.258;0.268;0.136;0.127;0.141;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T06_Addtobag_Continue";0.8;0.021;0.009;0.033;0.018;0.007;0.03;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T11_keepurnumber";1.0;1.022;0.919;1.099;1.022;0.919;1.099;0.0;0.0;1.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T05_Compatible_CT";0.4;0.126;0.117;0.135;0.012;0.011;0.013;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T08_Createacct";1.0;3.914;2.969;4.946;0.173;0.104;0.311;0.0;0.0;3.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T10_AccountDetails";0.8;2.838;2.765;2.936;0.03;0.03;0.031;0.0;0.0;2.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T02_ShopPage";1.0;0.889;0.76;1.115;0.02;0.007;0.036;0.0;0.0;0.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T11_AccountDetails";1.0;2.128;1.993;2.519;2.128;1.992;2.518;0.0;0.0;2.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T01_HomePage";0.8;0.343;0.326;0.368;0.013;0.006;0.029;0.0;0.0;0.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T01_Launch";0.8;0.064;0.057;0.069;0.037;0.033;0.042;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T03_SelectPhone";0.8;0.057;0.052;0.062;0.054;0.05;0.059;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T10_Address_next";1.2;8.505;6.064;10.204;8.505;6.063;10.203;0.0;0.0;8.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T08_Address_next";0.6;8.081;5.733;9.608;0.031;0.03;0.031;0.0;0.0;8.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T06_Summary_CT";1.0;0.017;0.008;0.031;0.015;0.006;0.029;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T04_ProductDetails_protect";0.6;0.342;0.248;0.471;0.01;0.009;0.011;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T06_AddtoBag";0.4;0.785;0.321;1.249;0.784;0.32;1.248;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T10_keepurnumber";0.8;0.625;0.614;0.635;0.625;0.614;0.635;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T12_AccountDetails";1.4;2.716;2.412;3.257;2.716;2.412;3.257;0.0;0.0;2.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T02_ServiceOnly";1.4;0.537;0.516;0.573;0.017;0.014;0.021;0.0;0.0;0.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T03_IMEI";1.0;0.416;0.312;0.641;0.016;0.014;0.022;0.0;0.0;0.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T04_ProductDetails";0.6;0.022;0.019;0.028;0.002;0.002;0.002;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T07_Createacct";0.8;10.193;8.1;13.118;0.001;0.001;0.002;0.0;0.0;10.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T02_Plan";0.8;0.215;0.203;0.229;0.012;0.007;0.023;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T13_Signout";0.8;0.629;0.525;0.911;0.013;0.012;0.015;0.0;0.0;0.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T11_Onyourway";1.6;0.495;0.47;0.537;0.03;0.03;0.031;0.0;0.0;0.0;200.0
200;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T08_Address_next";0.8;0.825;0.092;1.126;0.811;0.084;1.117;0.0;0.0;0.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T05_Addtobag";0.8;0.39;0.374;0.401;0.014;0.012;0.018;0.0;0.0;0.0;200.0
200;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T07_CreateAcct2_SwitchtoVisible";0.8;4.24;3.647;5.576;0.03;0.03;0.031;0.0;0.0;4.0;200.0
200;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T11_Protin_AccountDetails";0.6;2.451;2.356;2.544;2.451;2.356;2.544;0.0;0.0;2.0;200.0
200;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T09_CreateAcct2_SwitchtoVisible";0.8;5.895;4.162;6.611;5.895;4.162;6.611;0.0;0.0;5.0;200.0
